Konsum,Feedin,consumlimit_active,feedinlimit_active,limit_consum,limit_feedin,secondmarket_consum,secondmarket_feedin,Zielfunktionswert,Gesammtkostenenergie,Tarif_consum,Tarif_feedin,Konsumgesammt,feedin_gesammt
4631.25940806878,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
276.068468915344,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
274.291815476191,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
251.977066798942,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
168.519460978836,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
4871.95094246032,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
112.312384259259,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
142.192873677248,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
201.525744047619,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
349.915757275132,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
272.99148478836,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
71.0862599206346,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
22.623892195767,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
-0.0,0.0,0,1,20000.0,3000.0,0.0,-3000.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
